CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
1254,121,1,1,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,1
1255,158,1,1,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0
1256,196,1,1,0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0
1257,113,1,1,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1
1258,122,1,1,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1
1259,112,1,1,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0
1260,209,1,1,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0
1261,62,1,1,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1
1262,110,1,2,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0
1263,39,1,1,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0
1264,103,1,2,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0
1265,119,1,2,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0
1266,173,1,2,21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,0
1267,114,1,2,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0
1268,104,1,1,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,0
1269,100,1,2,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0
1270,121,1,2,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0
1271,76,1,1,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0
1272,158,1,1,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0
1273,116,1,1,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0
1274,54,1,1,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1
1275,86,1,1,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1
1276,108,1,1,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0
1277,66,1,1,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0
1278,151,1,2,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0
1279,99,1,1,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0
1280,55,1,1,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,0
1281,78,1,1,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0
1282,89,1,1,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1
1283,101,1,1,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,0
1284,44,1,2,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,0
1285,64,1,2,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,0
1286,141,1,1,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,0
1287,81,1,2,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0
1288,162,1,1,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,0
1289,83,1,2,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,0
1290,100,1,1,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,1
1291,59,1,1,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,0
1292,79,1,1,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0
1293,117,1,1,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,0
1294,64,2,1,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1
1295,124,2,1,0,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,0
1296,122,1,2,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,0
1297,37,2,2,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,0
1298,90,1,2,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,0
1299,159,2,1,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,1
1300,148,1,1,0,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,0
1301,39,1,2,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,0
1302,77,1,1,0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0
1303,154,1,1,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,1
1304,112,1,1,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0
1305,45,1,1,0,78.2,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,1,0
1306,128,1,1,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0,0
1307,135,1,1,0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0
1308,56,1,1,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,0
1309,32,1,1,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,0
1310,79,1,1,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0
1311,95,2,1,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,1
1312,127,1,1,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,0
1313,137,1,1,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0
1314,149,2,1,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0
1315,137,1,1,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,0
1316,99,1,1,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0
1317,54,1,1,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0
1318,85,1,1,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,0
1319,43,1,1,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,0
1320,35,1,1,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0
1321,98,1,1,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,0
1322,112,1,1,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0
1323,16,1,1,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,1
1324,98,1,2,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0
1325,84,1,1,0,138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0
1326,84,1,1,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,0
1327,66,1,1,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,1
1328,98,1,2,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,0
1329,74,1,1,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,0
1330,96,1,2,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0
1331,119,1,1,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0
1332,73,1,1,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,0
1333,21,1,1,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0
1334,122,1,1,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,1
1335,145,1,1,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,0
1336,25,1,1,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,0
1337,64,1,1,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,0
1338,85,1,1,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,0
1339,126,1,1,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,0
1340,76,1,1,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,0
1341,113,1,1,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,1
1342,224,2,1,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,1
1343,117,1,1,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0
1344,115,1,1,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,0
1345,51,1,1,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,0
1346,100,1,1,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,0
1347,96,1,2,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,0
1348,112,1,2,16,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,1,0
1349,163,1,1,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,0
1350,67,1,2,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,0
1351,140,1,1,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,0
1352,49,1,1,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,0
1353,46,1,1,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,1
1354,148,1,1,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,0
1355,78,1,1,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,0
1356,61,1,2,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,0
1357,58,1,2,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0
1358,155,1,1,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,0
1359,113,1,1,0,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,0
1360,135,1,2,27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,0
1361,59,1,2,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0
1362,135,1,1,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0
1363,85,2,1,0,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,2,0
1364,70,1,1,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3,0,0
1365,88,1,1,0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,0
1366,55,1,1,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,0
1367,75,1,1,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,0
1368,79,1,2,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0
1369,85,1,1,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,0
1370,86,1,2,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,0
1371,91,1,1,0,149,115,25.33,245.3,105,20.85,260,94,11.7,8.3,3,2.24,0,0
1372,149,1,2,20,198.9,77,33.81,274,88,23.29,190.7,76,8.58,14.3,9,3.86,1,0
1373,97,1,1,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,1
1374,60,1,1,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,0
1375,54,1,1,0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,0
1376,11,1,2,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,0
1377,109,1,1,0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,0,0
1378,91,1,1,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,0
1379,105,1,2,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,0
1380,71,2,1,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,1
1381,132,1,2,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,1
1382,86,1,2,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3,3,0
1383,41,1,2,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,0
1384,44,1,1,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,0
1385,78,1,1,0,75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,3,0
1386,139,1,2,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4,0,0
1387,74,1,1,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,0
1388,141,1,2,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,0
1389,140,1,1,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,0
1390,99,1,1,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,0
1391,124,1,1,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,0
1392,74,1,1,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0
1393,117,1,1,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,0
1394,85,1,1,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,0
1395,36,1,2,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,0
1396,102,2,1,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,0
1397,130,1,1,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,0
1398,78,1,1,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,0
1399,55,2,1,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,1
1400,92,2,1,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,1
1401,129,1,2,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,0
1402,18,1,1,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,0
1403,93,1,2,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,2,0
1404,75,2,1,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1
1405,95,1,1,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,0
1406,126,1,2,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,0
1407,124,1,2,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,0
1408,109,2,2,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,0
1409,136,1,2,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,0
1410,92,1,1,0,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51,3,1
1411,143,1,2,24,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,1,0
1412,118,1,2,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,1
1413,193,1,2,17,124,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,0
1414,62,1,1,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,0
1415,60,2,2,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,12,3.78,0,1
1416,148,1,2,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,0
1417,96,1,1,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,0
1418,52,1,1,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,0
1419,87,1,1,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,0
1420,41,1,1,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,0
1421,88,1,1,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,1
1422,122,1,2,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,0
1423,61,1,1,0,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,0
1424,87,1,1,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1,0
1425,176,1,1,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,0
1426,30,1,1,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,0
1427,95,1,2,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,0
1428,100,2,1,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,0
1429,47,1,2,37,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,2,0
1430,77,1,1,0,163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,0
1431,98,1,2,38,213.7,61,36.33,253,104,21.51,207.7,73,9.35,10.7,5,2.89,2,0
1432,125,1,2,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,0
1433,194,1,1,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,0
1434,128,1,2,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,1,0
1435,59,1,1,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,0
1436,150,1,2,29,209.9,77,35.68,158,52,13.43,141.9,113,6.39,6.6,1,1.78,0,0
1437,152,2,2,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,1
1438,26,1,1,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,0
1439,95,1,2,27,129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21,1,0
1440,69,2,1,0,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27,2,1
1441,31,1,2,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,0
1442,121,1,2,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,0
1443,111,1,1,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1
1444,157,1,1,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,0
1445,44,1,1,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,1
1446,65,1,1,0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,0
1447,123,1,1,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,0
1448,58,1,2,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,0
1449,74,1,1,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,1
1450,80,1,1,0,160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89,1,0
1451,53,1,2,18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,0
1452,66,1,2,29,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,0
1453,75,1,2,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,0
1454,85,2,1,0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,0
1455,108,1,1,0,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2,0
1456,133,2,2,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,1
1457,51,1,1,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,0
1458,186,1,2,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,0
1459,44,2,1,0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,0
1460,44,1,1,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,1
1461,92,1,1,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,0
1462,110,1,1,0,149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,2,0
1463,90,1,2,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,0
1464,72,1,2,21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,0
1465,113,1,1,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,1
1466,171,1,2,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,0
1467,104,1,1,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,0
1468,110,1,1,0,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,0
1469,90,2,1,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,0
1470,101,1,1,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1
1471,117,1,2,14,80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32,1,0
1472,109,1,1,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,0
1473,82,1,1,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,0
1474,92,1,1,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,0
1475,82,1,2,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,0
1476,90,1,1,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,0
1477,124,1,1,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,0
1478,84,1,1,0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,0
1479,75,1,2,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,0
1480,102,1,1,0,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,0
1481,143,1,1,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,0
1482,53,1,1,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,0
1483,30,1,1,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,0
1484,112,1,1,0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2,1
1485,129,1,1,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,0
1486,63,1,2,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,0
1487,28,1,1,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,0
1488,91,1,1,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,0
1489,90,1,1,0,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,1,0
1490,151,1,1,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0
1491,105,2,2,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1
1492,41,1,2,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,0
1493,48,1,2,43,172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16,1,0
1494,153,1,1,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,0
1495,110,2,1,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,1
1496,163,1,1,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,0
1497,126,1,1,0,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,0
1498,172,1,1,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,0
1499,126,1,1,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,0
1500,97,1,1,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,0
1501,95,2,2,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1
1502,87,1,1,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,0
1503,97,1,1,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,0
1504,76,1,1,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1
1505,140,1,1,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,0
1506,169,1,1,0,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0
1507,68,1,2,22,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,0
1508,36,1,1,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,0
1509,121,1,1,0,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,0
